Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,110.000000,114.449997,109.550003,113.279999,34.040485,495700
2014-01-03,114.820000,119.220001,114.779999,117.239998,35.230457,525300
2014-01-06,119.190002,120.050003,115.059998,117.260002,35.236469,290100
2014-01-07,117.889999,118.989998,115.980003,116.629997,35.047146,194600
2014-01-08,117.639999,118.000000,115.500000,117.260002,35.236469,149300
2014-01-09,117.750000,117.989998,115.199997,116.400002,34.978039,151900
2014-01-10,117.160004,117.400002,116.099998,116.970001,35.149326,118600
2014-01-13,115.800003,116.430000,112.010002,112.419998,33.782051,337900
2014-01-14,112.589996,115.190002,112.589996,113.610001,34.139645,250100
2014-01-15,114.080002,115.500000,113.099998,114.930000,34.536285,207500
2014-01-16,114.559998,114.900002,111.570000,111.919998,33.631802,210400
2014-01-17,111.750000,112.750000,107.550003,108.959999,32.742325,445600
2014-01-21,109.589996,109.989998,106.169998,108.480003,32.598091,377300
2014-01-22,108.150002,113.250000,107.559998,112.989998,33.953342,373800
2014-01-23,116.000000,116.489998,111.529999,114.919998,34.533310,317200
2014-01-24,114.940002,114.940002,108.400002,110.379997,33.169033,375100
2014-01-27,111.480003,112.540001,107.190002,111.389999,33.472534,212300
2014-01-28,108.000000,112.000000,108.000000,111.089996,33.382397,197100
2014-01-29,110.000000,111.190002,108.099998,110.000000,33.054844,259400
2014-01-30,110.389999,112.919998,110.000000,111.570000,33.526627,139800
2014-01-31,110.000000,111.720001,109.099998,110.430000,33.184063,137300
2014-02-03,110.000000,110.800003,100.540001,103.099998,30.981411,426000
2014-02-04,103.339996,105.779999,103.199997,104.660004,31.450188,202900
2014-02-05,101.540001,103.930000,99.000000,103.120003,30.987413,394900
2014-02-06,103.470001,107.209999,102.160004,106.730003,32.072212,227800
2014-02-07,108.000000,111.410004,108.000000,110.750000,33.280224,215100
2014-02-10,112.519997,112.519997,108.000000,108.699997,32.664200,199100
2014-02-11,109.989998,111.940002,108.699997,110.220001,33.120953,150000
2014-02-12,112.820000,112.820000,110.220001,111.029999,33.364365,130200
2014-02-13,110.000000,113.150002,109.580002,112.529999,33.815105,334900
2014-02-14,112.639999,113.190002,111.300003,112.459999,33.794075,102000
2014-02-18,116.470001,116.900002,113.379997,114.930000,34.536285,368300
2014-02-19,115.489998,116.000000,112.080002,112.349998,33.761017,186900
2014-02-20,113.230003,113.820000,112.000000,112.370003,33.767029,138800
2014-02-21,112.279999,113.190002,110.000000,110.290001,33.141983,206000
2014-02-24,111.000000,112.239998,110.690002,110.779999,33.289230,167000
2014-02-25,111.000000,112.290001,109.599998,109.650002,32.949673,101900
2014-02-26,110.000000,111.500000,108.779999,109.739998,32.976711,167400
2014-02-27,110.160004,111.620003,109.019997,111.199997,33.415447,106100
2014-02-28,111.279999,112.510002,110.540001,111.220001,33.421452,160200
2014-03-03,112.260002,113.589996,110.059998,112.519997,33.812099,239900
2014-03-04,115.000000,115.800003,113.099998,114.830002,34.506256,223200
2014-03-05,115.650002,115.680000,114.500000,115.449997,34.692562,114400
2014-03-06,115.889999,118.680000,115.550003,117.800003,35.398750,220900
2014-03-07,118.000000,118.809998,116.000000,116.690002,35.065186,125900
2014-03-10,116.839996,116.839996,113.070000,115.910004,34.830791,203300
2014-03-11,114.089996,115.089996,112.330002,112.940002,34.383266,185300
2014-03-12,110.830002,111.820000,107.949997,110.239998,33.561279,286200
2014-03-13,110.080002,110.980003,107.779999,108.070000,32.900650,153900
2014-03-14,107.320000,108.870003,105.300003,105.650002,32.163906,162500
2014-03-17,106.250000,108.250000,105.199997,105.540001,32.130417,137000
2014-03-18,105.110001,105.959999,104.500000,104.959999,31.953844,182900
2014-03-19,104.500000,105.000000,101.279999,102.190002,31.110563,471700
2014-03-20,101.050003,103.900002,101.029999,102.500000,31.204931,194900
2014-03-21,103.510002,103.900002,102.449997,102.599998,31.235376,168600
2014-03-24,102.790001,103.980003,99.010002,99.940002,30.425573,318100
2014-03-25,102.639999,103.139999,100.500000,102.970001,31.348017,197000
2014-03-26,102.930000,104.000000,100.389999,100.559998,30.614313,195100
2014-03-27,100.500000,101.919998,99.959999,101.309998,30.842649,132300
2014-03-28,101.769997,102.660004,100.050003,100.839996,30.699564,108000
2014-03-31,101.540001,102.989998,101.070000,102.730003,31.274948,102300
2014-04-01,103.230003,104.199997,102.639999,102.730003,31.274948,150800
2014-04-02,102.889999,103.839996,100.279999,101.160004,30.796982,172200
2014-04-03,101.760002,101.980003,100.379997,100.699997,30.656944,96900
2014-04-04,101.260002,101.750000,99.050003,99.800003,30.382952,138500
2014-04-07,98.510002,99.500000,95.000000,96.019997,29.232174,251200
2014-04-08,96.500000,97.820000,96.110001,97.309998,29.624891,105300
2014-04-09,97.680000,101.239998,97.500000,100.220001,30.510809,97900
2014-04-10,100.070000,100.839996,97.220001,97.949997,29.819736,117300
2014-04-11,97.000000,98.550003,94.800003,94.970001,28.912514,197000
2014-04-14,94.550003,94.900002,90.570000,92.010002,28.011370,335200
2014-04-15,91.970001,92.480003,86.089996,90.760002,27.630831,570200
2014-04-16,92.379997,99.470001,91.669998,98.290001,29.923250,329200
2014-04-17,99.470001,102.209999,98.529999,100.279999,30.529079,260800
2014-04-21,101.000000,102.000000,99.080002,102.000000,31.052715,152100
2014-04-22,100.820000,104.000000,100.110001,100.480003,30.589962,288700
2014-04-23,101.040001,101.250000,98.309998,99.919998,30.419485,201800
2014-04-24,102.779999,103.000000,100.089996,102.250000,31.128819,334100
2014-04-25,102.989998,103.000000,98.660004,99.330002,30.239872,166700
2014-04-28,100.000000,101.500000,97.500000,100.209999,30.507769,198100
2014-04-29,101.459999,101.540001,100.019997,100.940002,30.730015,146800
2014-04-30,100.720001,101.949997,100.580002,100.980003,30.742188,81700
2014-05-01,100.980003,103.500000,100.949997,103.029999,31.366278,141400
2014-05-02,102.150002,104.980003,102.150002,102.910004,31.329744,142500
2014-05-05,102.860001,104.500000,102.300003,104.059998,31.679852,77800
2014-05-06,104.949997,104.949997,102.570000,103.269997,31.439348,113600
2014-05-07,102.500000,103.529999,98.669998,99.720001,30.358593,176000
2014-05-08,99.500000,101.250000,99.250000,100.790001,30.684338,131500
2014-05-09,101.000000,101.000000,99.599998,100.900002,30.717829,50500
2014-05-12,101.500000,102.250000,101.230003,101.989998,31.049669,71000
2014-05-13,102.000000,102.980003,101.250000,101.440002,30.882229,62800
2014-05-14,101.309998,102.459999,101.309998,102.029999,31.061846,95400
2014-05-15,101.000000,101.000000,97.639999,99.610001,30.777580,137700
2014-05-16,99.070000,100.000000,98.500000,99.089996,30.616903,54300
2014-05-19,99.419998,101.160004,99.290001,100.330002,31.000048,96400
2014-05-20,100.720001,100.720001,98.599998,99.309998,30.684891,94800
2014-05-21,99.320000,100.440002,98.720001,99.769997,30.827023,124200
2014-05-22,99.989998,100.580002,99.620003,100.019997,30.904263,73700
2014-05-23,99.750000,102.529999,99.750000,102.239998,31.590199,139500
2014-05-27,102.699997,103.500000,100.449997,101.959999,31.503685,95200
2014-05-28,103.000000,103.410004,102.110001,103.400002,31.948629,115000
2014-05-29,103.339996,103.750000,102.059998,102.500000,31.670536,94600
2014-05-30,102.330002,103.330002,101.059998,102.400002,31.639635,85600
2014-06-02,98.500000,100.379997,97.589996,98.290001,30.369724,407100
2014-06-03,98.349998,99.750000,98.320000,99.739998,30.817739,144800
2014-06-04,99.480003,100.400002,99.129997,99.879997,30.861000,120600
2014-06-05,100.800003,101.000000,99.739998,101.000000,31.207056,93000
2014-06-06,101.750000,102.400002,100.610001,102.209999,31.580927,139900
2014-06-09,102.209999,102.660004,102.000000,102.379997,31.633453,76400
2014-06-10,101.970001,102.379997,100.510002,101.199997,31.268864,97000
2014-06-11,100.699997,101.169998,100.000000,100.410004,31.024775,72600
